16,-10,-255
18,-2,-273
22,-5,-301
28,-17,-315
25,-31,-321
15,-34,-297
9,-22,-267
15,-11,-257
19,-5,-269
23,-5,-296
27,-14,-317
25,-29,-321
17,-32,-300
10,-22,-268
14,-11,-256
19,-2,-269
22,-7,-298
26,-16,-319
24,-30,-323
14,-33,-294
8,-21,-269
15,-10,-258
18,-2,-271
26,-5,-298

